"OFFICE OF THE PEOPLE'S COUNSEL ","C91","GENERAL ADMINISTRATION                  ","H0001"
"OFFICE OF THE PEOPLE'S COUNSEL ","C91","CLEARING ACCOUNT                        ","H0025"
"OFFICE OF THE PEOPLE'S COUNSEL ","C91","CORPORATE PURCHASING CARD DEFAULT ACCT  ","H0050"
"OFFICE OF THE PEOPLE'S COUNSEL ","C91","CHARGEBACK CLEARING ACCOUNT             ","H0099"
"SUBSEQUENT INJURY FUND ","C94","FIXED ASSETS                            ","I00XX"
"SUBSEQUENT INJURY FUND ","C94","GENERAL FUND REVENUE                    ","I0000"
"SUBSEQUENT INJURY FUND ","C94","GENERAL ADMINISTRATION                  ","I0001"
"SUBSEQUENT INJURY FUND ","C94","CLEARING ACCOUNT                        ","I0025"
"SUBSEQUENT INJURY FUND ","C94","SUBSEQUENT INJURY FUND ACCOUNT          ","I0041"
"SUBSEQUENT INJURY FUND ","C94","CORPORATE PURCHASING CARD DEFAULT ACCT  ","I0050"
"SUBSEQUENT INJURY FUND ","C94","CHARGEBACK CLEARING ACCOUNT             ","I0099"
"UNINSURED EMPLOYERS' FUND ","C96","FIXED ASSETS                            ","J00XX"
"UNINSURED EMPLOYERS' FUND ","C96","GENERAL FUND REVENUE                    ","J0000"
"UNINSURED EMPLOYERS' FUND ","C96","GENERAL ADMINISTRATION                  ","J0001"
"UNINSURED EMPLOYERS' FUND ","C96","CLEARING ACCOUNT                        ","J0025"
"UNINSURED EMPLOYERS' FUND ","C96","UNINSURED EMPLOYERS' FUND ACCOUNT       ","J0042"
"UNINSURED EMPLOYERS' FUND ","C96","CHARGEBACK CLEARING ACCOUNT             ","J0099"
,,"FIXED ASSETS                            ","F00XX"
,,"GENERAL FUND REVENUE                    ","F0000"
,,"GENERAL ADMINISTRATION                  ","F0001"
,,"MAJOR INFORMATION TECHNOLOGY DEV PROJ   ","F0002"
,,"CLEARING ACCOUNT                        ","F0025"
,,"CORPORATE PURCHASING CARD DEFAULT PGM   ","F0050"
,,"CHARGEBACK CLEARING ACCOUNT             ","F0099"
"BOARD OF PUBLIC WORKS ","D05","FIXED ASSETS                            ","E01XX"
"BOARD OF PUBLIC WORKS ","D05","GENERAL FUND REVENUE                    ","E0100"
"BOARD OF PUBLIC WORKS ","D05","BPW ADMINISTRATIVE STAFF                ","E0101"
"BOARD OF PUBLIC WORKS ","D05","CONTINGENT FUND                         ","E0102"
"BOARD OF PUBLIC WORKS ","D05","WETLANDS ADMINISTRATION                 ","E0105"
"BOARD OF PUBLIC WORKS ","D05","MISC GRANTS TO PRIVATE NON-PROFIT GROUPS","E0110"
"BOARD OF PUBLIC WORKS ","D05","MISCELLANEOUS GRANTS                    ","E0111"
"BOARD OF PUBLIC WORKS ","D05","MISC NON-RECURRING PAYMENTS             ","E0112"
"BOARD OF PUBLIC WORKS ","D05","PAYMENTS OF JUDGEMENTS AGAINST THE STATE","E0115"
"BOARD OF PUBLIC WORKS ","D05","CLEARING ACCOUNT                        ","E0125"
"BOARD OF PUBLIC WORKS ","D05","LOAN FUND PROJECTS                      ","E0131"
"BOARD OF PUBLIC WORKS ","D05","CORPORATE PURCHASING CARD DEFAULT ACCT  ","E0150"
"BOARD OF PUBLIC WORKS ","D05","CHARGEBACK CLEARING ACCOUNT             ","E0199"
"BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ","D06","GENERAL FUND REVENUE                    ","E0200"
"BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ","D06","CAPITAL APPROPRIATION                   ","E0201"
"BOARD OF PUBLIC WORKS - CAPITAL APPROPRIATION ","D06","PUBLIC SCHOOL CAPITAL APPROPRIATION     ","E0202"
,,"FIXED ASSETS                            ","A01XX"
,,"GENERAL EXECUTIVE DIRECTION & CONTROL   ","A0101"
,,"CORPORATE PURCHASING CARD DEFAULT ACCT  ","A0150"
,,"CHARGEBACK CLEARING ACCOUNT             ","A0199"
"OFFICE OF THE DEAF AND HARD OF HEARING ","D11","FIXED ASSETS                            ","A04XX"
"OFFICE OF THE DEAF AND HARD OF HEARING ","D11","EXECUTIVE DIRECTION                     ","A0401"
"DEPARTMENT OF DISABILITIES ","D12","FIXED ASSETS                            ","A02XX"
"DEPARTMENT OF DISABILITIES ","D12","GENERAL ADMINISTRATION                  ","A0201"
"DEPARTMENT OF DISABILITIES ","D12","REVOLVING FUND                          ","A0225"
"DEPARTMENT OF DISABILITIES ","D12","ASSISTIVE TECHNOLOGY LOAN PROGRAM       ","A0231"
"DEPARTMENT OF DISABILITIES ","D12","CHARGEBACK CLEARING ACCOUNT             ","A0299"
"MARYLAND ENERGY ADMINISTRATION ","D13","FIXED ASSETS                            ","A13XX"
"MARYLAND ENERGY ADMINISTRATION ","D13","MARYLAND ENERGY ADMINISTRATION          ","A1301"
"MARYLAND ENERGY ADMINISTRATION ","D13","COMMUNITY ENERGY LOAN PRGM - CAPITAL APP","A1302"
"MARYLAND ENERGY ADMINISTRATION ","D13","STATE AGENCY LOAN PROGRAM-CAPITAL APPROP","A1303"
"MARYLAND ENERGY ADMINISTRATION ","D13","MARYLAND ENERGY EFFICIENCY GRANT PROGRAM","A1304"
"MARYLAND ENERGY ADMINISTRATION ","D13","RESIDENTIAL ELECTRICITY RATE RELIEF PGM ","A1305"
"MARYLAND ENERGY ADMINISTRATION ","D13","ENERGY EFFIC & CONSER","A1306"
"MARYLAND ENERGY ADMINISTRATION ","D13","ENERGY EFFIC & CONSER","A1307"
"MARYLAND ENERGY ADMINISTRATION ","D13","RENEWABLE & CLEAN ENERGY PGMS & INITIAT ","A1308"
"MARYLAND ENERGY ADMINISTRATION ","D13","ENVIRONMENTAL TRUST FUND                ","A1325"
"MARYLAND ENERGY ADMINISTRATION ","D13","STATE AGENCY LOAN PROGRAMS              ","A1326"
"MARYLAND ENERGY ADMINISTRATION ","D13","ENERGY EFFICIENCY & ECONOM DEVELOP LOAN ","A1327"
"MARYLAND ENERGY ADMINISTRATION ","D13","COMMUNITY ENERGY LOAN PROGRAMS          ","A1335"
"MARYLAND ENERGY ADMINISTRATION ","D13","EXXON TRUST FUND                        ","A1340"
"MARYLAND ENERGY ADMINISTRATION ","D13","NATIONAL HELIUM TRUST FUND              ","A1341"
"MARYLAND ENERGY ADMINISTRATION ","D13","DIAMOND SHAMROCK TRUST FUND             ","A1342"
"MARYLAND ENERGY ADMINISTRATION ","D13","KANSAS STRIPPER WELL TRUST FUND         ","A1343"
"MARYLAND ENERGY ADMINISTRATION ","D13","AMOCO 2 TRUST FUND                      ","A1344"
"MARYLAND ENERGY ADMINISTRATION ","D13","AMOCO 2 BELL RIDGE TRUST FUND           ","A1345"
"MARYLAND ENERGY ADMINISTRATION ","D13","CITIES SERVICE OIL COMPANY              ","A1346"
"MARYLAND ENERGY ADMINISTRATION ","D13","PEPCO/CONECTIV                          ","A1347"
"MARYLAND ENERGY ADMINISTRATION ","D13","MD STRATEGIC ENERGY INVEST PROGRAM      ","A1348"
"MARYLAND ENERGY ADMINISTRATION ","D13","OSW BUSINESS DEVELOPMENT PROGRAM        ","A1349"
"MARYLAND ENERGY ADMINISTRATION ","D13","CHARGEBACK CLEARING ACCOUNT             ","A1399"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","FIXED ASSETS                            ","A05XX"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","SURVEY COMMISSIONS                      ","A0501"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","OFFICE OF MINORITY AFFAIRS              ","A0503"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","OFFICE OF COMMUNITY INITIATIVES         ","A0505"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","STATE ETHICS COMMISSION                 ","A0506"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","HEALTH CARE ALT DISPUTE RESOLUTION OFF  ","A0507"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","GOVERNOR'S OFFICE OF CRIME CONTROL      ","A0516"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","JUVENILE ACCOUNTABILITY INCENTIVE GRANT ","A0519"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","STATE COMMISSION ON CRIMINAL SENTENCING ","A0520"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","CRIMINAL JUSTICE COORDINATING COUNCIL   ","A0521"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","GOVERNORS GRANTS OFFICE                 ","A0522"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","STATE LABOR RELATIONS BOARDS            ","A0523"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","VICTIM & WITNESS PROTECTION FUND        ","A0531"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","UNCLAIMED RESTITUTION- P&P-VICT OF CRIME","A0532"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","SCHOOL BUS SAFETY ENFORCEMENT FUND      ","A0533"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","JUSTICE ASSISTANCE GRANT-INTEREST EARNIN","A0536"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","BYRNE JUSTICE ASSISTANCE GRANT (BJRA)   ","A0537"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","CORPORATE PURCHASING CARD DEFAULT ACCT  ","A0550"
"EXECUTIVE DEPT-BOARDS, COMMISSIONS AND OFFICES ","D15","CHARGEBACK CLEARING ACCOUNT             ","A0599"
"SECRETARY OF STATE ","D16","FIXED ASSETS                            ","A06XX"
"SECRETARY OF STATE ","D16","OFFICE OF THE SECRETARY OF STATE        ","A0601"
"SECRETARY OF STATE ","D16","DIVISION OF STATE DOCUMENTS             ","A0602"
"SECRETARY OF STATE ","D16","STATE EXTRADITION FUND                  ","A0603"
"SECRETARY OF STATE ","D16","CHARITY GIVING INFORMATION PROGRAM      ","A0604"
"SECRETARY OF STATE ","D16","SALES TAX COLLECTIONS                   ","A0625"
"SECRETARY OF STATE ","D16","MARYLAND SISTER STATES                  ","A0640"
"SECRETARY OF STATE ","D16","CORPORATE PURCHASING CARD DEFAULT ACCT  ","A0650"
"SECRETARY OF STATE ","D16","CHARGEBACK CLEARING ACCOUNT             ","A0699"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","FIXED ASSETS                            ","B01XX"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","GENERAL FUND REVENUE                    ","B0100"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","CORPORATE PURCHASING CARD DEFAULT ACCT  ","B0150"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","GENERAL ADMINISTRATION                  ","B0151"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","HISTORIC ST.MARY'S CITY-CAPITAL APPROP. ","B0152"
"HISTORIC ST. MARY'S CITY COMMISSION ","D17","CHARGEBACK CLEARING ACCOUNT             ","B0199"
,,"GOVERNOR'S OFFICE FOR CHILDREN          ","A1801"
,,"MAJOR IT DEVELOPMENT PROJECTS           ","A1802"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","FIXED ASSETS                            ","E03XX"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","GENERAL FUND REVENUE                    ","E0300"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","GENERAL ADMINISTRATION                  ","E0301"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","AGING SCHOOL PROGRAM                    ","E0302"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","CLEARING ACCOUNT                        ","E0325"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","CORPORATE PURCHASING CARD DEFAULT ACCT  ","E0350"
"INTERAGENCY COMMITTEE FOR SCHOOL CONSTRUCTION ","D25","CHARGEBACK CLEARING ACCOUNT             ","E0399"
"DEPARTMENT OF AGING ","D26","FIXED ASSETS                            ","A07XX"
"DEPARTMENT OF AGING ","D26","GENERAL FUND REVENUE                    ","A0700"
"DEPARTMENT OF AGING ","D26","OPERATING ACCOUNT                       ","A0701"
"DEPARTMENT OF AGING ","D26","SENIOR CENTERS OPERATING FUND           ","A0702"
"DEPARTMENT OF AGING ","D26","COMMUNITY SERVICES                      ","A0703"
"DEPARTMENT OF AGING ","D26","CLEARING ACCOUNT                        ","A0725"
"DEPARTMENT OF AGING ","D26","CHARGEBACK CLEARING ACCOUNT             ","A0799"
"COMMISSION ON HUMAN RELATIONS ","D27","FIXED ASSETS                            ","L00XX"
"COMMISSION ON HUMAN RELATIONS ","D27","GENERAL FUND REVENUE                    ","L0000"
"COMMISSION ON HUMAN RELATIONS ","D27","GENERAL ADMINISTRATION                  ","L0001"
"COMMISSION ON HUMAN RELATIONS ","D27","CLEARING ACCOUNT                        ","L0025"
"COMMISSION ON HUMAN RELATIONS ","D27","CORPORATE PURCHASING CARD DEFAULT ACCT  ","L0050"
"COMMISSION ON HUMAN RELATIONS ","D27","CHARGEBACK CLEARING ACCOUNT             ","L0099"
"MARYLAND STADIUM AUTHORITY ","D28","GENERAL FUND REVENUE                    ","A0300"
"MARYLAND STADIUM AUTHORITY ","D28","MARYLAND STADIUM FACILITIES FUND        ","A0302"
"MARYLAND STADIUM AUTHORITY ","D28","PREVAILING WAGE ESCROW ACCOUNT          ","A0326"
"MARYLAND STADIUM AUTHORITY ","D28","FINANCING FUND GENERAL ADMINISTRATION   ","A0341"
"MARYLAND STADIUM AUTHORITY ","D28","PRE-CONSTRUCTION COSTS ACCOUNT          ","A0342"
"MARYLAND STADIUM AUTHORITY ","D28","STADIUM OPERATIONS                      ","A0344"
"MARYLAND STADIUM AUTHORITY ","D28","PARKING OPERATIONS                      ","A0345"
"MARYLAND STADIUM AUTHORITY ","D28","BALLPARK ACCESSIBIBITY                  ","A0346"
"MARYLAND STADIUM AUTHORITY ","D28","BASEBALL CAPITAL IMPROVEMENTS FUND      ","A0347"
"MARYLAND STADIUM AUTHORITY ","D28","STADIUM OPERATIONS-FOOTBALL             ","A0348"
"MARYLAND STADIUM AUTHORITY ","D28","CORPORATE PURCHASING CARD DEFAULT       ","A0350"
"MARYLAND STADIUM AUTHORITY ","D28","PARKING FOOTBALL                        ","A0352"
"MARYLAND STADIUM AUTHORITY ","D28","BALTIMORE CONVENTION CENTER             ","A0355"
"MARYLAND STADIUM AUTHORITY ","D28","CONV CENTER EXPANSION CAPITAL FUNDS     ","A0356"
"MARYLAND STADIUM AUTHORITY ","D28","OCEAN CITY CONVENTION CENTER            ","A0358"
"MARYLAND STADIUM AUTHORITY ","D28","MONTGOMERY COUNTY CONFERENCE CENTER     ","A0359"
"MARYLAND STADIUM AUTHORITY ","D28","HIPPODROME PERFORMING ARTS CTR-CAP APPRO","A0360"
"MARYLAND STADIUM AUTHORITY ","D28","MEMORIAL STADIUM DEMOLITION-CAP APPROP  ","A0361"
"MARYLAND STADIUM AUTHORITY ","D28","TOWSON STATE MULLIGAN FIELD             ","A0362"
"MARYLAND STADIUM AUTHORITY ","D28","UMBC STUDENT COMMONS BUILDING           ","A0363"
"MARYLAND STADIUM AUTHORITY ","D28","EQUITY ACCOUNT                          ","A0390"
"MARYLAND STADIUM AUTHORITY ","D28","CHARGEBACK CLEARING ACCOUNT             ","A0399"
"MARYLAND FOOD CENTER AUTHORITY ","D30","GENERAL FUND REVENUE                    ","N0000"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA CLEARING ACCOUNT                   ","N0025"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA OPERATING ACCOUNT                  ","N0041"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA WHOLESALE PRODUCE MARKET           ","N0042"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA LOAN OF 1967 BOND PROCEEDS ACCOUNT ","N0044"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA LAND SALE ESCROW ACCOUNT           ","N0045"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA ROCK HALL SEAFOOD PROCESSING       ","N0046"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA WHOLESALE SEAFOOD MARKET           ","N0047"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA IULA CONGRESS                      ","N0048"
"MARYLAND FOOD CENTER AUTHORITY ","D30","CORPORATE PURCHASING CARD DEFAULT ACCT  ","N0050"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA EQUITY ACCOUNT                     ","N0090"
"MARYLAND FOOD CENTER AUTHORITY ","D30","MFCA CHARGEBACK CLEARING ACCOUNT        ","N0099"
"STATE BOARD OF ELECTIONS ","D38","FIXED ASSTES                            ","I01XX"
"STATE BOARD OF ELECTIONS ","D38","GENERAL FUND REVENUES                   ","I0100"
"STATE BOARD OF ELECTIONS ","D38","GENERAL ADMINISTRATION                  ","I0101"
"STATE BOARD OF ELECTIONS ","D38","HELP AMERICA VOTE ACT                   ","I0102"
"STATE BOARD OF ELECTIONS ","D38","TECHNOLOGY DEVELOPMENT PROJECTS         ","I0103"
"STATE BOARD OF ELECTIONS ","D38","CLEARING ACCOUNT                        ","I0125"
"STATE BOARD OF ELECTIONS ","D38","LOCAL BOARDS PAYROLL ACCOUNT            ","I0127"
"STATE BOARD OF ELECTIONS ","D38","FAIR CAMPAIGN FINANCING FUND ACCOUNT    ","I0142"
"STATE BOARD OF ELECTIONS ","D38","CORPORATE PURCHASING CARD DEFAULT ACCT  ","I0150"
"STATE BOARD OF ELECTIONS ","D38","CHARGEBACK CLEARING ACCOUNT             ","I0199"
"MARYLAND STATE BOARD OF CONTRACT APPEALS ","D39","FIXED ASSETS                            ","S00XX"
"MARYLAND STATE BOARD OF CONTRACT APPEALS ","D39","CONTRACT APPEALS RESOLUTION             ","S0001"
"MARYLAND STATE BOARD OF CONTRACT APPEALS ","D39","CORPORATE PURCHASING CARD DEFAULT ACCT  ","S0050"
"MARYLAND STATE BOARD OF CONTRACT APPEALS ","D39","CHARGEBACK CLEARING ACCOUNT             ","S0099"
"DEPARTMENT OF PLANNING ","D40","FIXED ASSETS                            ","W01XX"
"DEPARTMENT OF PLANNING ","D40","GENERAL FUND REVENUES                   ","W0100"
"DEPARTMENT OF PLANNING ","D40","GENERAL ADMINISTRATION                  ","W0101"
"DEPARTMENT OF PLANNING ","D40","COMMUNICATIONS & INTERGOVT'L AFFAIRS    ","W0102"
"DEPARTMENT OF PLANNING ","D40","PLANNING DATA SERVICES                  ","W0103"
"DEPARTMENT OF PLANNING ","D40","PLANNING SERVICES                       ","W0104"
"DEPARTMENT OF PLANNING ","D40","COMPREHENSIVE PLANNING                  ","W0105"
"DEPARTMENT OF PLANNING ","D40","PARCEL MAPPING                          ","W0106"
"DEPARTMENT OF PLANNING ","D40","OFFICE OF MGMT","W0107"
"DEPARTMENT OF PLANNING ","D40","OFFICE OF MUSEUM SERVICES               ","W0108"
"DEPARTMENT OF PLANNING ","D40","OFFICE OF RESEARCH SURVEY & REGISTRATION","W0109"
"DEPARTMENT OF PLANNING ","D40","OFFICE OF PRESERVATION SERVICES         ","W0110"
"DEPARTMENT OF PLANNING ","D40","HISTORICAL PRESERVATION-CAPITAL APPN    ","W0111"
"DEPARTMENT OF PLANNING ","D40","SUSTAINABLE COMMUNITIES TAX CREDIT      ","W0112"
"DEPARTMENT OF PLANNING ","D40","OFFICE OF SMART GROWTH                  ","W0113"
"DEPARTMENT OF PLANNING ","D40","REVOLVING PLANNING FUND                 ","W0126"
"DEPARTMENT OF PLANNING ","D40","USOE ANNUAL INTEREST GRANTS             ","W0127"
"DEPARTMENT OF PLANNING ","D40","PRESERVATION                            ","W0141"
"DEPARTMENT OF PLANNING ","D40","SCRIVEN ESTATE                          ","W0142"
"DEPARTMENT OF PLANNING ","D40","MD HERITAGE AREAS AUTHORITY FINANCING FD","W0145"
"DEPARTMENT OF PLANNING ","D40","CORPORATE PURCHASING CARD DEFAULT PGM   ","W0150"
"DEPARTMENT OF PLANNING ","D40","CHARGEBACK CLEARING ACCOUNT             ","W0199"
"MILITARY DEPARTMENT ","D50","FIXED ASSETS                            ","H01XX"
"MILITARY DEPARTMENT ","D50","GENERAL FUND REVEUE                     ","H0100"
"MILITARY DEPARTMENT ","D50","ADMINISTRATIVE HEADQUARTERS             ","H0101"
"MILITARY DEPARTMENT ","D50","AIR OPERATIONS AND MAINTENANCE          ","H0102"
"MILITARY DEPARTMENT ","D50","ARMY OPERATIONS AND MAINTENANCE         ","H0103"
"MILITARY DEPARTMENT ","D50","CAPITAL APPROPRIATIONS                  ","H0104"
"MILITARY DEPARTMENT ","D50","STATE OPERATIONS                        ","H0105"
"MILITARY DEPARTMENT ","D50","MD EMERGENCY MANAGEMENT                 ","H0106"
"MILITARY DEPARTMENT ","D50","CORPORATE PURCHASING CARD DEFAULT       ","H0150"
"MILITARY DEPARTMENT ","D50","CLEARING ACCOUNT                        ","H0199"
"MILITARY DEPARTMENT ","D50","FIXED ASSTES                            ","H02XX"
"MILITARY DEPARTMENT ","D50","GENERAL FUND REVENUES                   ","H0200"
"MILITARY DEPARTMENT ","D50","GENERAL ADMINISTRATION                  ","H0201"
"MILITARY DEPARTMENT ","D50","PLANNING AND TRAINING OPERATIONS        ","H0202"
"MILITARY DEPARTMENT ","D50","RADIOLOGICAL CALIBRATION & MAINTENACE   ","H0203"
"MILITARY DEPARTMENT ","D50","CLEARING ACCOUNT                        ","H0225"
"MILITARY DEPARTMENT ","D50","CORPORATE PURCHASING CARD DEFAULT       ","H0250"
"MILITARY DEPARTMENT ","D50","CHARGEBACK CLEARING ACCOUNT             ","H0299"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","FIXED ASSETS                            ","T00XX"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","GENERAL FUND REVENUE                    ","T0000"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","GENERAL ADMINISTRATION                  ","T0001"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","MEIMSS MAJOR IT PROJECTS                ","T0002"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","CLEARING ACCOUNT                        ","T0025"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","CORPORATE PURCHASING CARD DEFAULT       ","T0050"
"MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS","D53","CHARGEBACK CLEARING ACCOUNT             ","T0099"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","FIXED ASSETS                            ","P00XX"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","GENERAL FUND REVENUE                    ","P0000"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","SERVICE PROGRAM                         ","P0001"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CEMETERY PROGRAM                        ","P0002"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","MEMORIALS AND MONUMENTS PROGRAM         ","P0003"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CEMETERY PROGRAM - CAPITAL APPROPRIATION","P0004"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CHARLOTTE HALL                          ","P0005"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CAPITAL APPROPRIATION                   ","P0006"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","EXECUTIVE DIRECTION                     ","P0008"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","OUTREACH AND ADVOCACY                   ","P0011"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CORPORATE PURCHASING CARD DEFAULT ACCT  ","P0050"
"DEPARTMENT OF VETERANS AFFAIRS ","D55","CHARGEBACK CLEARING ACCOUNT             ","P0099"
"STATE ARCHIVES ","D60","FIXED ASSETS                            ","A10XX"
"STATE ARCHIVES ","D60","GENERAL FUND REVENUE                    ","A1000"
"STATE ARCHIVES ","D60","STATE ARCHIVES                          ","A1001"
"STATE ARCHIVES ","D60","ARTISTIC PROPERTIES COMMISSION          ","A1002"
"STATE ARCHIVES ","D60","CLEARING ACCOUNT                        ","A1025"
"STATE ARCHIVES ","D60","MORRIS L. RADOFF MEMORIAL FUND          ","A1041"
"STATE ARCHIVES ","D60","ARCHIVES FUND                           ","A1042"
"STATE ARCHIVES ","D60","ARCHIVES ENDOWMENT                      ","A1043"
"STATE ARCHIVES ","D60","ELLEFSON ENDOWMENT FUND                 ","A1044"
"STATE ARCHIVES ","D60","ALBERT C RITCHIE MEMORIAL FUND          ","A1045"
"STATE ARCHIVES ","D60","CORPORATE PURCHASING CARD DEFAULT       ","A1050"
"STATE ARCHIVES ","D60","CHARGEBACK CLEARING ACCOUNT             ","A1099"
"MARYLAND AUTOMOBILE INSURANCE FUND ","D70","GENERAL FUND REVENUE                    ","J0000"
"MARYLAND AUTOMOBILE INSURANCE FUND ","D70","CLEARING ACCOUNT                        ","J0027"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","MARYLAND HEALTH BENEFIT EXCHANGE        ","Y0101"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","MAJOR INFORMATION TECHNOL DEVELOP PROJS ","Y0102"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","CLEARING ACCOUNT                        ","Y0125"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","FEDERAL FUND HOLDING ACCOUNT            ","Y0137"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","SMALL BUSINESS (SHOP) EXCHANGE          ","Y0141"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","INDIVIDUAL EXCHANGE                     ","Y0142"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","MD CHILDREN HEALTH INSURANCE PROGRAM    ","Y0143"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","PURCHASING CARD CLEARING ACCOUNT        ","Y0150"
"MARYLAND HEALTH BENEFIT EXCHANGE ","D78","CHARGEBACK CLEARING ACCOUNT             ","Y0199"
"MARYLAND HEALTH INSURANCE PLAN ","D79","FIXED ASSETS                            ","Z02XX"
"MARYLAND HEALTH INSURANCE PLAN ","D79","MHIP HIGH-RISK POOLS                    ","Z0201"
"MARYLAND HEALTH INSURANCE PLAN ","D79","SENIOR PRESCRIPTION DRUG ASSISTANCE PGM ","Z0202"
"MARYLAND HEALTH INSURANCE PLAN ","D79","CORPORATE PURCHASING CARD DEFAULT ACCT  ","Z0250"
"MARYLAND HEALTH INSURANCE PLAN ","D79","CLEARING ACCOUNT                        ","Z0299"
"MARYLAND INSURANCE ADMINISTRATION ","D80","FIXED ASSETS                            ","Z01XX"
"MARYLAND INSURANCE ADMINISTRATION ","D80","GENERAL FUND REVENUES                   ","Z0100"
"MARYLAND INSURANCE ADMINISTRATION ","D80","MARYLAND INSURANCE ADMINISTRATION       ","Z0101"
"MARYLAND INSURANCE ADMINISTRATION ","D80","MAJOR INFO. TECHNOLOGY DEVELOPMENT PROJ.","Z0102"
"MARYLAND INSURANCE ADMINISTRATION ","D80","LIFE & HEALTH                           ","Z0103"
"MARYLAND INSURANCE ADMINISTRATION ","D80","PROPERTY AND CASUALTY                   ","Z0104"
"MARYLAND INSURANCE ADMINISTRATION ","D80","RATE STABILIZATION FUND                 ","Z0105"
