agency_code,agency,office_code,office,dept_code,dept,fund,approp
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0406,MAJOR INFORMATION TECH DEV PROJECTS     ,Special Fund,4117654
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0406,MAJOR INFORMATION TECH DEV PROJECTS     ,Reimbursable Fund,25848799
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0407,WEB SYSTEMS                             ,General Fund,2049233
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0407,WEB SYSTEMS                             ,Reimbursable Fund,832051
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0409,TELECOMMUNICATIONS ACCESS OF MARYLAND   ,Special Fund,6110553
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0410,CAPITAL APPROPRIATION                   ,Federal Fund,9837726
G20,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,G20J01,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,J0101,STATE RETIREMENT AGENCY                 ,Special Fund,18008025
G20,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,G20J01,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,J0101,STATE RETIREMENT AGENCY                 ,Reimbursable Fund,9727213
G50,TEACHERS AND STATE EMPLOYEES SUPP'L RETIREMENT PLN,G50L00,TEACHERS AND STATE EMPLOYEES SUPP'L RETIREMENT PLA,L0001,SUPPLEMENTAL RETIREMENT BOARD AND STAFF ,Special Fund,1527145
H00,DEPARTMENT OF GENERAL SERVICES ,H00A01,DGS-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,General Fund,1467275
H00,DEPARTMENT OF GENERAL SERVICES ,H00A01,DGS-OFFICE OF THE SECRETARY ,A0102,ADMINISTRATION                          ,General Fund,3158583
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,General Fund,7365108
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,Special Fund,86581
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,Federal Fund,279214
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,Reimbursable Fund,4077825
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,General Fund,30791319
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,Special Fund,776300
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,Federal Fund,878747
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,Reimbursable Fund,15343898
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0104,SARATOGA STATE CENTER- CAP APPROPRIATION,Reimbursable Fund,100000
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0105,REIMBURSABLE LEASE MANAGEMENT           ,Reimbursable Fund,3027503
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0107,PARKING FACILITIES                      ,General Fund,1727773
H00,DEPARTMENT OF GENERAL SERVICES ,H00D01,OFFICE OF PROCUREMENT AND LOGISTICS ,D0101,PROCUREMENT AND LOGISTICS               ,General Fund,3089678
H00,DEPARTMENT OF GENERAL SERVICES ,H00D01,OFFICE OF PROCUREMENT AND LOGISTICS ,D0101,PROCUREMENT AND LOGISTICS               ,Special Fund,2026046
H00,DEPARTMENT OF GENERAL SERVICES ,H00D01,OFFICE OF PROCUREMENT AND LOGISTICS ,D0101,PROCUREMENT AND LOGISTICS               ,Reimbursable Fund,4663841
H00,DEPARTMENT OF GENERAL SERVICES ,H00E01,OFFICE OF REAL ESTATE ,E0101,REAL ESTATE MANAGEMENT                  ,General Fund,1833049
H00,DEPARTMENT OF GENERAL SERVICES ,H00E01,OFFICE OF REAL ESTATE ,E0101,REAL ESTATE MANAGEMENT                  ,Special Fund,108320
H00,DEPARTMENT OF GENERAL SERVICES ,H00E01,OFFICE OF REAL ESTATE ,E0101,REAL ESTATE MANAGEMENT                  ,Reimbursable Fund,567234
H00,DEPARTMENT OF GENERAL SERVICES ,H00G01,"OFFICE OF FACILITIES PLANNING, ENGINEERING AND CON",G0101,FACILITIES PLANNING,General Fund,11973288
H00,DEPARTMENT OF GENERAL SERVICES ,H00G01,"OFFICE OF FACILITIES PLANNING, ENGINEERING AND CON",G0101,FACILITIES PLANNING,Special Fund,420619
H00,DEPARTMENT OF GENERAL SERVICES ,H00G01,"OFFICE OF FACILITIES PLANNING, ENGINEERING AND CON",G0101,FACILITIES PLANNING,Reimbursable Fund,861078
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0101,EXECUTIVE DIRECTION,Special Fund,26943144
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0102,OPERATING GRANTS-IN-AID,Special Fund,4122968
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0102,OPERATING GRANTS-IN-AID,Federal Fund,9088792
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0103,FACILITIES AND CAPITAL EQUIPMENT ,Special Fund,74410076
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0103,FACILITIES AND CAPITAL EQUIPMENT ,Federal Fund,24000000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0104,WASHINGTON METROPOLITAN AREA TRANSIT-OPERATING,Special Fund,287000000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0105,WASHINGTON METROPOLITAN AREA TRANSIT-CAPITAL,Special Fund,153149000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0107,OFFICE OF TRANSPORTATION TECHNOLOGY SERVICES,Special Fund,39816969
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,2008550
J00,DEPARTMENT OF TRANSPORTATION,J00A04,DEBT SERVICE REQUIREMENTS,A0401,DEBT SERVICE REQUIREMENTS,Special Fund,212223613
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0101,STATE SYSTEM CONSTRUCTION AND EQUIPMENT,Special Fund,435810309
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0101,STATE SYSTEM CONSTRUCTION AND EQUIPMENT,Federal Fund,478785000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0102,STATE SYSTEM MAINTENANCE ,Special Fund,208851766
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0102,STATE SYSTEM MAINTENANCE ,Federal Fund,8608768
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0103,COUNTY AND MUNICIPALITY CAPITAL FUNDS,Special Fund,4875000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0103,COUNTY AND MUNICIPALITY CAPITAL FUNDS,Federal Fund,59280000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0104,HIGHWAY SAFETY OPERATING PROGRAM ,Special Fund,6159629
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0104,HIGHWAY SAFETY OPERATING PROGRAM ,Federal Fund,3834602
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0105,COUNTY AND MUNICIPALITY FUNDS,Special Fund,167533632
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,4361000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Federal Fund,4160000
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0001,PORT OPERATIONS,Special Fund,47598888
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0002 ,PORT FACILITIES AND CAPITAL EQUIPMENT,Special Fund,113138682
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0002 ,PORT FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,449000
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0001,MOTOR VEHICLE OPERATIONS,Special Fund,166764158
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0001,MOTOR VEHICLE OPERATIONS,Federal Fund,176500
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0003,FACILITIES AND CAPITAL EQUIPMENT,Special Fund,21279913
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0003,FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,303000
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0004,MARYLAND HIGHWAY SAFETY OFFICE,Special Fund,1016084
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0004,MARYLAND HIGHWAY SAFETY OFFICE,Federal Fund,17958967
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0008,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS ,Special Fund,4862000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0101,TRANSIT ADMINISTRATION,Special Fund,55331981
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0102,BUS OPERATIONS ,Special Fund,273755968
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0102,BUS OPERATIONS ,Federal Fund,31800000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0104 ,RAIL OPERATIONS ,Special Fund,199116849
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0104 ,RAIL OPERATIONS ,Federal Fund,13823450
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0105,FACILITIES AND CAPITAL EQUIPMENT ,Special Fund,205289268
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0105,FACILITIES AND CAPITAL EQUIPMENT ,Federal Fund,322018000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0106,STATEWIDE PROGRAMS OPERATIONS,Special Fund,91668367
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0106,STATEWIDE PROGRAMS OPERATIONS,Federal Fund,11111196
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,10978000
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0002 ,AIRPORT OPERATIONS,Special Fund,178286809
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0002 ,AIRPORT OPERATIONS,Federal Fund,656191
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0003 ,AIRPORT FACILITIES AND CAPITAL EQUIPMENT,Special Fund,48571718
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0003 ,AIRPORT FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,24479000
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0008,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,6092000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,General Fund,224548
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,Special Fund,1325123
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,Federal Fund,101600
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0102,OFFICE OF THE ATTORNEY GENERAL          ,General Fund,603114
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0102,OFFICE OF THE ATTORNEY GENERAL          ,Special Fund,944962
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,General Fund,2098507
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,Special Fund,2550375
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,Federal Fund,153906
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,General Fund,265099
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,Special Fund,467685
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,Special Fund,50000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,Federal Fund,41400
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,General Fund,1840473
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,Special Fund,3016615
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,Federal Fund,115300
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0106,OFFICE OF COMMUNICATIONS AND MARKETING  ,General Fund,271840
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0106,OFFICE OF COMMUNICATIONS AND MARKETING  ,Special Fund,460087
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,General Fund,880492
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Special Fund,8518572
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Special Fund,75000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Federal Fund,1704087
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Reimbursable Fund,679038
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,General Fund,409943
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,Special Fund,5668372
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,Federal Fund,3538139
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,Reimbursable Fund,202500
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,General Fund,2661503
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,Special Fund,33481449
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,Federal Fund,737900
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,Reimbursable Fund,462734
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0406,REVENUE OPERATIONS                      ,Special Fund,2139942
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0505,OPERATIONS                              ,Special Fund,5141276
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0505,OPERATIONS                              ,Federal Fund,17500
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0505,OPERATIONS                              ,Reimbursable Fund,16300
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0510,OUTDOOR RECREATION LAND LOAN            ,Special Fund,29568999
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0510,OUTDOOR RECREATION LAND LOAN            ,Federal Fund,4500000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A06,LICENSING AND REGISTRATION SERVICE ,A0601,GENERAL DIRECTION                       ,Special Fund,3472117
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A06,LICENSING AND REGISTRATION SERVICE ,A0601,GENERAL DIRECTION                       ,Special Fund,100000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,General Fund,6302474
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,Special Fund,1548897
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,Federal Fund,2122306
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,Reimbursable Fund,2023485
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,General Fund,20410548
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,Special Fund,6525426
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,Federal Fund,2180668
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,Federal Fund,250000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0901,GENERAL DIRECTION                       ,General Fund,762615
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0901,GENERAL DIRECTION                       ,Special Fund,3309468
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0901,GENERAL DIRECTION                       ,Reimbursable Fund,356999
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0906,OCEAN CITY MAINTENANCE                  ,Special Fund,2000000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A10,CHESAPEAKE BAY CRITICAL AREAS ,A1001,CHESAPEAKE BAY CRITICAL AREAS COMMISSION,General Fund,2045756
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1101,BOATING SERVICES                        ,Special Fund,5986963
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1101,BOATING SERVICES                        ,Federal Fund,547517
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1101,BOATING SERVICES                        ,Reimbursable Fund,30000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Special Fund,240000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Special Fund,1500000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Federal Fund,600000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Federal Fund,1500000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1205,POWER PLANT ASSESSMENT PROGRAM          ,Special Fund,6238241
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,General Fund,2305820
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,Special Fund,2247155
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,Federal Fund,1620759
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,Reimbursable Fund,2286377
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,General Fund,979555
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,Special Fund,391890
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,Federal Fund,93611
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,Reimbursable Fund,1238031
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A13,MARYLAND ENVIRONMENTAL TRUST ,A1301,GENERAL DIRECTION                       ,General Fund,579355
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A13,MARYLAND ENVIRONMENTAL TRUST ,A1301,GENERAL DIRECTION                       ,Special Fund,10985
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A13,MARYLAND ENVIRONMENTAL TRUST ,A1301,GENERAL DIRECTION                       ,Reimbursable Fund,747504
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,General Fund,2515911
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,Special Fund,32230729
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,Federal Fund,6124107
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,Reimbursable Fund,2197793
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,General Fund,5463025
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,Special Fund,7911839
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,Federal Fund,7586164
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,Reimbursable Fund,2161125
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1101,EXECUTIVE DIRECTION                     ,General Fund,2611627
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1102,ADMINISTRATIVE SERVICES                 ,General Fund,1404158
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1103,CENTRAL SERVICES                        ,General Fund,852727
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1103,CENTRAL SERVICES                        ,Federal Fund,350000
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1103,CENTRAL SERVICES                        ,Reimbursable Fund,1247628
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1104,MARYLAND AGRICULTURE COMMISSION         ,General Fund,73259
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1105,MD AGRICULTURAL LAND PRESERVATION FNDTN ,Special Fund,1449390
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1111,CAPITAL APPROPRIATION                   ,Special Fund,24060756
