agency_code,agency,office_code,office,dept_code,dept,fund,approp
D53,MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS,D53T00,MD INSTITUTE FOR EMERGENCY MEDICAL SERVICES SYSTEM,T0001,GENERAL ADMINISTRATION                  ,Special Fund,23466216
D53,MD INSTITUTE FOR EMERGENCY MEDICAL SERVICESSYSTEMS,D53T00,MD INSTITUTE FOR EMERGENCY MEDICAL SERVICES SYSTEM,T0001,GENERAL ADMINISTRATION                  ,Federal Fund,1285500
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0001,SERVICE PROGRAM                         ,General Fund,1208230
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0002,CEMETERY PROGRAM                        ,General Fund,1496888
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0002,CEMETERY PROGRAM                        ,Special Fund,784717
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0002,CEMETERY PROGRAM                        ,Federal Fund,1533276
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0003,MEMORIALS AND MONUMENTS PROGRAM         ,General Fund,408756
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0004,CEMETERY PROGRAM - CAPITAL APPROPRIATION,General Fund,400000
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0004,CEMETERY PROGRAM - CAPITAL APPROPRIATION,Federal Fund,2980000
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0005,CHARLOTTE HALL                          ,General Fund,3699768
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0005,CHARLOTTE HALL                          ,Special Fund,100000
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0005,CHARLOTTE HALL                          ,Federal Fund,13469960
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0008,EXECUTIVE DIRECTION                     ,General Fund,1054069
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0008,EXECUTIVE DIRECTION                     ,Special Fund,100000
D55,DEPARTMENT OF VETERANS AFFAIRS ,D55P00,DEPARTMENT OF VETERANS AFFAIRS ,P0011,OUTREACH AND ADVOCACY                   ,General Fund,196151
D60,STATE ARCHIVES ,D60A10,STATE ARCHIVES ,A1001,STATE ARCHIVES                          ,General Fund,1767268
D60,STATE ARCHIVES ,D60A10,STATE ARCHIVES ,A1001,STATE ARCHIVES                          ,Special Fund,6463975
D60,STATE ARCHIVES ,D60A10,STATE ARCHIVES ,A1002,ARTISTIC PROPERTIES COMMISSION          ,General Fund,347250
D60,STATE ARCHIVES ,D60A10,STATE ARCHIVES ,A1002,ARTISTIC PROPERTIES COMMISSION          ,Special Fund,59305
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0101,MARYLAND HEALTH BENEFIT EXCHANGE        ,General Fund,7395387
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0101,MARYLAND HEALTH BENEFIT EXCHANGE        ,Special Fund,6083481
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0101,MARYLAND HEALTH BENEFIT EXCHANGE        ,Federal Fund,15749216
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0102,MAJOR INFORMATION TECHNOL DEVELOP PROJS ,General Fund,8118495
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0102,MAJOR INFORMATION TECHNOL DEVELOP PROJS ,Special Fund,6858349
D78,MARYLAND HEALTH BENEFIT EXCHANGE ,D78Y01,MARYLAND HEALTH BENEFIT EXCHANGE,Y0102,MAJOR INFORMATION TECHNOL DEVELOP PROJS ,Federal Fund,27705879
D79,MARYLAND HEALTH INSURANCE PLAN ,D79Z02,MARYLAND HEALTH INSURANCE PLAN,Z0201,MHIP HIGH-RISK POOLS                    ,Special Fund,77996438
D79,MARYLAND HEALTH INSURANCE PLAN ,D79Z02,MARYLAND HEALTH INSURANCE PLAN,Z0201,MHIP HIGH-RISK POOLS                    ,Federal Fund,129308
D79,MARYLAND HEALTH INSURANCE PLAN ,D79Z02,MARYLAND HEALTH INSURANCE PLAN,Z0202,SENIOR PRESCRIPTION DRUG ASSISTANCE PGM ,Special Fund,19230940
D80,MARYLAND INSURANCE ADMINISTRATION ,D80Z01,INSURANCE ADMINISTRATION AND REGULATION ,Z0101,MARYLAND INSURANCE ADMINISTRATION       ,Special Fund,28792112
D80,MARYLAND INSURANCE ADMINISTRATION ,D80Z01,INSURANCE ADMINISTRATION AND REGULATION ,Z0101,MARYLAND INSURANCE ADMINISTRATION       ,Federal Fund,1279150
D80,MARYLAND INSURANCE ADMINISTRATION ,D80Z01,INSURANCE ADMINISTRATION AND REGULATION ,Z0102,MAJOR INFO. TECHNOLOGY DEVELOPMENT PROJ.,Special Fund,355000
D90,CANAL PLACE PRESERVATION AND DEVELOPMENT AUTHORITY,D90U00,CANAL PLACE PRESERVATION AND DEVELOPMENT AUTHORITY,U0001,CPPDA - PROGRAM                         ,General Fund,116211
D90,CANAL PLACE PRESERVATION AND DEVELOPMENT AUTHORITY,D90U00,CANAL PLACE PRESERVATION AND DEVELOPMENT AUTHORITY,U0001,CPPDA - PROGRAM                         ,Special Fund,432523
D99,OFFICE OF ADMINISTRATIVE HEARINGS ,D99A11,OFFICE OF ADMINISTRATIVE HEARINGS ,A1101,OFFICE OF ADMINISTRATIVE HEARINGS       ,Special Fund,897468
E00,COMPTROLLER OF MARYLAND ,E00A01,OFFICE OF THE COMPTROLLER ,A0101,EXECUTIVE DIRECTION                     ,General Fund,3321653
E00,COMPTROLLER OF MARYLAND ,E00A01,OFFICE OF THE COMPTROLLER ,A0101,EXECUTIVE DIRECTION                     ,Special Fund,587346
E00,COMPTROLLER OF MARYLAND ,E00A01,OFFICE OF THE COMPTROLLER ,A0102,FINANCIAL AND SUPPORT SERVICES          ,General Fund,2306668
E00,COMPTROLLER OF MARYLAND ,E00A01,OFFICE OF THE COMPTROLLER ,A0102,FINANCIAL AND SUPPORT SERVICES          ,Special Fund,389484
E00,COMPTROLLER OF MARYLAND ,E00A02,GENERAL ACCOUNTING DIVISION ,A0201,ACCOUNTING CONTROL AND REPORTING        ,General Fund,5373691
E00,COMPTROLLER OF MARYLAND ,E00A03,BUREAU OF REVENUE ESTIMATES ,A0301,ESTIMATING OF REVENUES                  ,General Fund,825978
E00,COMPTROLLER OF MARYLAND ,E00A04,REVENUE ADMINISTRATION DIVISION ,A0401,REVENUE ADMINISTRATION                  ,General Fund,27278211
E00,COMPTROLLER OF MARYLAND ,E00A04,REVENUE ADMINISTRATION DIVISION ,A0401,REVENUE ADMINISTRATION                  ,Special Fund,4471370
E00,COMPTROLLER OF MARYLAND ,E00A05,COMPLIANCE DIVISION ,A0501,COMPLIANCE ADMINISTRATION               ,General Fund,22846818
E00,COMPTROLLER OF MARYLAND ,E00A05,COMPLIANCE DIVISION ,A0501,COMPLIANCE ADMINISTRATION               ,Special Fund,8756389
E00,COMPTROLLER OF MARYLAND ,E00A06,FIELD ENFORCEMENT DIVISION ,A0601,FIELD ENFORCEMENT ADMINISTRATION        ,General Fund,2602282
E00,COMPTROLLER OF MARYLAND ,E00A06,FIELD ENFORCEMENT DIVISION ,A0601,FIELD ENFORCEMENT ADMINISTRATION        ,Special Fund,2768823
E00,COMPTROLLER OF MARYLAND ,E00A09,CENTRAL PAYROLL BUREAU ,A0901,PAYROLL MANAGEMENT                      ,General Fund,2437840
E00,COMPTROLLER OF MARYLAND ,E00A09,CENTRAL PAYROLL BUREAU ,A0901,PAYROLL MANAGEMENT                      ,Special Fund,175903
E00,COMPTROLLER OF MARYLAND ,E00A10,INFORMATION TECHNOLOGY DIVISION ,A1002,COMPTROLLER IT SERVICES                 ,General Fund,16746016
E00,COMPTROLLER OF MARYLAND ,E00A10,INFORMATION TECHNOLOGY DIVISION ,A1002,COMPTROLLER IT SERVICES                 ,Special Fund,2665965
E20,STATE TREASURER'S OFFICE ,E20B01,OFFICE OF THE STATE TREASURER ,B0101,TREASURY MANAGEMENT                     ,General Fund,5078609
E20,STATE TREASURER'S OFFICE ,E20B01,OFFICE OF THE STATE TREASURER ,B0101,TREASURY MANAGEMENT                     ,Special Fund,608066
E20,STATE TREASURER'S OFFICE ,E20B03,BOND SALE EXPENSES,B0301,BOND SALE EXPENSES                      ,General Fund,50000
E20,STATE TREASURER'S OFFICE ,E20B03,BOND SALE EXPENSES,B0301,BOND SALE EXPENSES                      ,Special Fund,1315475
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0001,OFFICE OF THE DIRECTOR                  ,General Fund,2579847
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0002,REAL PROPERTY VALUATION                 ,General Fund,17244601
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0002,REAL PROPERTY VALUATION                 ,Special Fund,17244739
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0004,OFFICE OF INFORMATION TECHNOLOGY        ,General Fund,2631925
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0004,OFFICE OF INFORMATION TECHNOLOGY        ,Special Fund,2631923
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0005,BUSINESS PROPERTY VALUATION             ,General Fund,1754983
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0005,BUSINESS PROPERTY VALUATION             ,Special Fund,1754982
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0006,TAX CREDIT PAYMENTS                     ,General Fund,81963260
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0008,PROPERTY TAX CREDIT PROGRAMS            ,General Fund,1949268
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0008,PROPERTY TAX CREDIT PROGRAMS            ,Special Fund,1123075
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0010,CHARTER UNIT                            ,General Fund,79968
E50,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,E50C00,STATE DEPARTMENT OF ASSESSMENTS AND TAXATION ,C0010,CHARTER UNIT                            ,Special Fund,5267282
E75,LOTTERY AGENCY ,E75D00,STATE LOTTERY AGENCY ,D0001,ADMINISTRATION AND OPERATIONS           ,Special Fund,56235461
E75,LOTTERY AGENCY ,E75D00,STATE LOTTERY AGENCY ,D0002,VLT OPERATIONS                          ,General Fund,71133678
E75,LOTTERY AGENCY ,E75D00,STATE LOTTERY AGENCY ,D0002,VLT OPERATIONS                          ,Special Fund,14403175
E80,PROPERTY TAX ASSESSMENT APPEALS BOARDS ,E80E00,PROPERTY TAX ASSESSMENT APPEALS BOARDS ,E0001,PROPERTY TAX ASSESSMENT APPEALS BOARDS  ,General Fund,1059858
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A01,DBM-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,General Fund,1796524
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A01,DBM-OFFICE OF THE SECRETARY ,A0102,FINANCE AND ADMINISTRATION              ,General Fund,1002253
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A01,DBM-OFFICE OF THE SECRETARY ,A0103,CENTRAL COLLECTION UNIT                 ,Special Fund,13438015
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A01,DBM-OFFICE OF THE SECRETARY ,A0104,DIVISION OF PROCUREMENT POLICY & ADMINIS,General Fund,2163553
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0201,EXECUTIVE DIRECTION                     ,General Fund,1982762
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0204,DIVISION OF PERSONNEL SERVICES          ,General Fund,1274629
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0206,SALARY ADMINISTRATION AND CLASSIFICATION,General Fund,2211993
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0207,RECRUITMENT AND EXAMINATION             ,General Fund,1385971
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0208,STATEWIDE EXPENSES                      ,General Fund,62265443
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0208,STATEWIDE EXPENSES                      ,Special Fund,14990903
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A02,OFFICE OF PERSONNEL SERVICES AND BENEFITS ,A0208,STATEWIDE EXPENSES                      ,Federal Fund,9368984
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A05,OFFICE OF BUDGET ANALYSIS ,A0501,BUDGET ANALSIS AND FORMULATION          ,General Fund,2736861
F10,DEPARTMENT OF BUDGET AND MANAGEMENT ,F10A06,OFFICE OF CAPITAL BUDGETING ,A0601,CAPITAL BUDGET ANALYSIS AND FORMULATION ,General Fund,974596
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50A01,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECT FUND,A0101,MAJOR INFORMATION TECH DEV PROJECT FUND ,General Fund,21668423
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50A01,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECT FUND,A0101,MAJOR INFORMATION TECH DEV PROJECT FUND ,Special Fund,975560
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0401,STATE CHIEF OF INFORMATION TECHNOLOGY   ,General Fund,2464591
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0401,STATE CHIEF OF INFORMATION TECHNOLOGY   ,Special Fund,82248
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0401,STATE CHIEF OF INFORMATION TECHNOLOGY   ,Federal Fund,968642
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0402,ENTERPRISE INFORMATION SYSTEMS          ,General Fund,3581062
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0403,APPLICATION SYSTEMS MANAGEMENT          ,General Fund,7946070
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0404,NETWORKS DIVISION                       ,Special Fund,429442
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0405,STRATEGIC PLANNING                      ,General Fund,2756590
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0406,MAJOR INFORMATION TECH DEV PROJECTS     ,Special Fund,1654416
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0407,WEB SYSTEMS                             ,General Fund,2205239
F50,DEPARTMENT OF INFORMATION TECHNOLOGY ,F50B04,OFFICE OF INFORMATION TECHNOLOGY ,B0409,TELECOMMUNICATIONS ACCESS OF MARYLAND   ,Special Fund,5118086
G20,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,G20J01,MARYLAND STATE RETIREMENT AND PENSION SYSTEMS ,J0101,STATE RETIREMENT AGENCY                 ,Special Fund,18062144
G50,TEACHERS AND STATE EMPLOYEES SUPP'L RETIREMENT PLN,G50L00,TEACHERS AND STATE EMPLOYEES SUPP'L RETIREMENT PLA,L0001,SUPPLEMENTAL RETIREMENT BOARD AND STAFF ,Special Fund,1626780
H00,DEPARTMENT OF GENERAL SERVICES ,H00A01,DGS-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,General Fund,1575775
H00,DEPARTMENT OF GENERAL SERVICES ,H00A01,DGS-OFFICE OF THE SECRETARY ,A0102,ADMINISTRATION                          ,General Fund,3500789
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,General Fund,7101279
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,Special Fund,80972
H00,DEPARTMENT OF GENERAL SERVICES ,H00B01,OFFICE OF SECURITY FACILITIES ,B0101,FACILITIES SECURITY                     ,Federal Fund,258777
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,General Fund,31056921
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,Special Fund,574524
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0101,FACILITIES OPERATION AND MAINTENANCE    ,Federal Fund,926703
H00,DEPARTMENT OF GENERAL SERVICES ,H00C01,OFFICE OF FACILITIES OPERATION AND MAINTENANCE ,C0107,PARKING FACILITIES                      ,General Fund,1710312
H00,DEPARTMENT OF GENERAL SERVICES ,H00D01,OFFICE OF PROCUREMENT AND LOGISTICS ,D0101,PROCUREMENT AND LOGISTICS               ,General Fund,3417301
H00,DEPARTMENT OF GENERAL SERVICES ,H00D01,OFFICE OF PROCUREMENT AND LOGISTICS ,D0101,PROCUREMENT AND LOGISTICS               ,Special Fund,1881813
H00,DEPARTMENT OF GENERAL SERVICES ,H00E01,OFFICE OF REAL ESTATE ,E0101,REAL ESTATE MANAGEMENT                  ,General Fund,1906946
H00,DEPARTMENT OF GENERAL SERVICES ,H00E01,OFFICE OF REAL ESTATE ,E0101,REAL ESTATE MANAGEMENT                  ,Special Fund,134244
H00,DEPARTMENT OF GENERAL SERVICES ,H00G01,"OFFICE OF FACILITIES PLANNING, ENGINEERING AND CON",G0101,FACILITIES PLANNING,General Fund,12053520
H00,DEPARTMENT OF GENERAL SERVICES ,H00G01,"OFFICE OF FACILITIES PLANNING, ENGINEERING AND CON",G0101,FACILITIES PLANNING,Special Fund,420619
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0101,EXECUTIVE DIRECTION,Special Fund,27590967
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0102,OPERATING GRANTS-IN-AID,Special Fund,6500170
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0102,OPERATING GRANTS-IN-AID,Federal Fund,8906409
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0103,FACILITIES AND CAPITAL EQUIPMENT ,Special Fund,77868855
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0103,FACILITIES AND CAPITAL EQUIPMENT ,Federal Fund,43278000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0104,WASHINGTON METROPOLITAN AREA TRANSIT-OPERATING,Special Fund,285621000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0105,WASHINGTON METROPOLITAN AREA TRANSIT-CAPITAL,Special Fund,144345000
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0107,OFFICE OF TRANSPORTATION TECHNOLOGY SERVICES,Special Fund,40821431
J00,DEPARTMENT OF TRANSPORTATION,J00A01,THE SECRETARY'S OFFICE,A0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,1814151
J00,DEPARTMENT OF TRANSPORTATION,J00A04,DEBT SERVICE REQUIREMENTS,A0401,DEBT SERVICE REQUIREMENTS,Special Fund,255369913
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0101,STATE SYSTEM CONSTRUCTION AND EQUIPMENT,Special Fund,710938594
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0101,STATE SYSTEM CONSTRUCTION AND EQUIPMENT,Federal Fund,445796011
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0102,STATE SYSTEM MAINTENANCE ,Special Fund,227690946
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0102,STATE SYSTEM MAINTENANCE ,Federal Fund,9331618
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0103,COUNTY AND MUNICIPALITY CAPITAL FUNDS,Special Fund,4900000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0103,COUNTY AND MUNICIPALITY CAPITAL FUNDS,Federal Fund,55300000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0104,HIGHWAY SAFETY OPERATING PROGRAM ,Special Fund,6277533
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0104,HIGHWAY SAFETY OPERATING PROGRAM ,Federal Fund,3833120
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0105,COUNTY AND MUNICIPALITY FUNDS,Special Fund,169686144
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,4716000
J00,DEPARTMENT OF TRANSPORTATION,J00B01,STATE HIGHWAY ADMINISTRATION,B0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Federal Fund,4560000
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0001,PORT OPERATIONS,Special Fund,48592235
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0002 ,PORT FACILITIES AND CAPITAL EQUIPMENT,Special Fund,147346727
J00,DEPARTMENT OF TRANSPORTATION,J00D00,MARYLAND PORT ADMINISTRATION ,D0002 ,PORT FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,5750000
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0001,MOTOR VEHICLE OPERATIONS,Special Fund,181135403
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0001,MOTOR VEHICLE OPERATIONS,Federal Fund,178911
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0003,FACILITIES AND CAPITAL EQUIPMENT,Special Fund,25166831
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0003,FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,354000
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0004,MARYLAND HIGHWAY SAFETY OFFICE,Special Fund,1031730
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0004,MARYLAND HIGHWAY SAFETY OFFICE,Federal Fund,12781031
J00,DEPARTMENT OF TRANSPORTATION,J00E00,MOTOR VEHICLE ADMINISTRATION,E0008,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS ,Special Fund,2327000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0101,TRANSIT ADMINISTRATION,Special Fund,52971014
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0102,BUS OPERATIONS ,Special Fund,282184308
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0102,BUS OPERATIONS ,Federal Fund,31800000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0104 ,RAIL OPERATIONS ,Special Fund,210820846
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0104 ,RAIL OPERATIONS ,Federal Fund,13823450
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0105,FACILITIES AND CAPITAL EQUIPMENT ,Special Fund,351733167
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0105,FACILITIES AND CAPITAL EQUIPMENT ,Federal Fund,270383000
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0106,STATEWIDE PROGRAMS OPERATIONS,Special Fund,107150702
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0106,STATEWIDE PROGRAMS OPERATIONS,Federal Fund,11111196
J00,DEPARTMENT OF TRANSPORTATION,J00H01,MARYLAND TRANSIT ADMINISTRATION,H0108,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,17435000
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0002 ,AIRPORT OPERATIONS,Special Fund,179658694
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0002 ,AIRPORT OPERATIONS,Federal Fund,655000
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0003 ,AIRPORT FACILITIES AND CAPITAL EQUIPMENT,Special Fund,75801025
